Depth	AC	CNL	DEN	GR	PE	RLLD	LIMSTONE	RES
3400.6	159.649	5.407	2.746	44.475	3.873	930.876	2	0
3400.7	161.405	6.175	2.76	48.11	3.905	549.681	2	0
3400.8	158.661	5.524	2.767	40.033	3.889	1155.748	2	0
3400.9	152.247	4.281	2.78	26.85	3.769	3198.512	5	0
3401	156.99	5.119	2.769	35.71	3.87	1574.384	2	0
3401.1	150.093	4.009	2.787	23.873	3.711	3999.246	4	0
3401.2	145.766	3.709	2.814	19.921	3.503	6334.74	4	0
3401.3	146.383	4.137	2.849	21.583	3.271	7241.516	3	0
3401.4	149.607	5.082	2.882	25.509	3.165	4211.512	5	0
3401.5	147.215	4.39	2.862	22.752	3.202	7018.151	3	0
3401.6	150.481	5.279	2.888	25.771	3.167	3134.819	5	0
3401.7	151.388	5.227	2.888	22.317	3.27	1429.494	3	0
3401.8	149.809	4.492	2.862	15.762	3.467	1702.885	4	0
3401.9	147.765	3.948	2.833	12.653	3.565	2023.876	4	0
3402	149.104	4.235	2.851	13.832	3.527	1914.632	4	0
3402.1	147.243	3.883	2.827	12.478	3.549	2038.904	4	0
3402.2	146.301	3.837	2.826	13.066	3.397	2069.125	4	0
3402.3	146.139	3.806	2.848	14.045	3.135	2239.639	3	0
3402.4	145.969	3.845	2.86	14.359	2.908	2532.888	3	0
3402.5	146.137	3.805	2.856	14.316	3.036	2309.617	3	0
3402.6	145.756	3.887	2.861	14.472	2.854	2730.119	3	0
3402.7	144.839	4.078	2.863	15.204	2.751	3541.98	3	0
3402.8	144.272	4.26	2.868	15.915	2.756	4278.021	3	0
3402.9	144.392	4.237	2.877	16.027	2.821	4636.83	3	0
3403	144.211	4.301	2.869	16.026	2.772	4465.3	3	0
3403.1	144.442	4.194	2.877	15.998	2.852	4749.633	3	0
3403.2	144.387	4.142	2.868	15.74	2.961	5381.082	3	0
3403.3	144.391	4.413	2.839	15.724	3.113	6554.6	3	0
3403.4	145.114	4.832	2.812	16.453	3.183	7508.075	4	0
3403.5	144.495	4.548	2.827	15.863	3.171	6967.623	4	0
3403.6	145.413	4.91	2.808	16.403	3.184	7649.515	4	0
3403.7	145.912	4.989	2.816	15.144	3.153	7693.745	4	0
3403.8	145.465	5.128	2.848	13.492	3.068	7398.719	3	0
3403.9	144.963	5.36	2.871	13.001	3.003	6704.449	3	0
3404	145.24	5.205	2.859	13.078	3.035	7249.457	3	0
3404.1	144.977	5.396	2.87	12.938	3.041	6399.441	3	0
3404.2	145.546	5.375	2.848	12.647	3.309	5514.694	3	0
3404.3	146.364	5.256	2.82	12.279	3.612	4913.668	4	0
3404.4	146.604	5.162	2.803	11.937	3.832	4293.564	4	0
3404.5	146.575	5.213	2.812	12.165	3.701	4742.201	4	0
3404.6	146.544	5.105	2.802	11.973	3.85	3977.379	4	0
3404.7	146.294	4.787	2.813	12.73	3.73	3034.258	4	0
3404.8	146.251	4.321	2.833	13.894	3.418	3203.899	4	0
3404.9	146.302	4.123	2.839	14.305	3.171	4670.815	3	0
3405	146.259	4.178	2.839	14.195	3.302	3518.727	4	0
3405.1	146.415	4.206	2.836	14.552	3.138	4912.485	3	0
3405.2	147.234	4.797	2.821	16.179	3.148	4273.215	4	0
3405.3	148.448	5.469	2.813	18.534	3.268	2242.536	4	0
3405.4	148.695	5.461	2.818	19.4	3.325	1176.526	4	0
3405.5	148.777	5.628	2.812	19.212	3.311	1564.071	4	0
3405.6	148.398	5.282	2.821	19.181	3.317	1354.947	4	0
3405.7	146.838	4.658	2.83	17.618	3.249	2724.584	4	0
3405.8	145.247	4.472	2.833	15.869	3.177	3870.814	3	0
3405.9	144.267	4.642	2.823	15.684	3.225	4228.228	4	0
3406	144.805	4.49	2.832	15.436	3.164	4120.618	3	0
3406.1	144.08	4.682	2.82	15.645	3.271	4278.879	4	0
3406.2	143.726	4.63	2.816	14.221	3.43	4584.94	4	0
3406.3	143.421	4.353	2.821	11.36	3.543	5084.491	4	0
3406.4	143.282	4.019	2.82	10.589	3.593	4858.297	4	0
3406.5	143.321	4.245	2.822	10.572	3.57	5195.549	4	0
3406.6	143.425	3.92	2.819	10.99	3.606	4566.521	4	0
3406.7	144.674	3.729	2.811	13.51	3.68	3700.498	4	0
3406.8	147.536	3.965	2.795	18.829	3.839	3452.082	4	0
3406.9	152.442	4.952	2.781	29.838	4.01	2501.977	2	0
3407	148.777	4.15	2.79	21.343	3.899	3379.889	4	0
3407.1	154.675	5.506	2.778	34.767	4.061	2014.649	2	0
3407.2	162.076	7.443	2.777	49.975	4.162	724.834	2	0
3407.3	167.137	8.795	2.788	59.166	4.099	242.677	2	0
3407.4	166.149	8.49	2.8	53.641	4.006	363.999	2	0
3407.5	167.992	9.036	2.793	60.431	4.055	196.487	2	0
3407.6	164.527	8.02	2.802	49.357	3.995	592.39	2	0
3407.7	159.465	6.644	2.805	37.717	3.999	1544.364	2	0
3407.8	159.707	6.804	2.809	38.291	3.974	1695.972	5	0
3407.9	164.891	7.958	2.811	49.087	3.818	788.8	5	0
3408	160.828	7.103	2.81	40.731	3.948	1505.7	5	0
3408.1	166.483	8.243	2.812	52.018	3.744	534.098	5	0
3408.2	168.15	8.424	2.819	55.4	3.521	159.197	5	0
3408.3	163.674	7.293	2.828	49.25	3.403	231.299	5	0
3408.4	156.119	5.295	2.835	35.17	3.386	823.727	5	0
3408.5	161.464	6.715	2.831	45.7	3.39	313.395	5	0
3408.6	153.743	4.759	2.837	30.683	3.392	1288.103	5	0
3408.7	148.567	3.802	2.841	21.404	3.427	3274.294	4	0
3408.8	146.86	3.534	2.843	18.99	3.411	5714.403	4	0
3408.9	146.248	3.458	2.851	18.732	3.291	8026.706	3	0
3409	146.625	3.495	2.843	18.87	3.388	6559.749	4	0
3409.1	145.938	3.461	2.852	18.641	3.262	8502.929	3	0
3409.2	144.903	3.534	2.852	18.522	3.249	9084.662	3	0
3409.3	144.592	3.631	2.85	18.174	3.289	9233.152	3	0
3409.4	144.976	3.788	2.854	16.54	3.314	9978.44	3	0
3409.5	144.644	3.661	2.85	17.853	3.3	9346.306	3	0
3409.6	145.101	3.899	2.855	15.906	3.308	10122.845	3	0
3409.7	145.364	4.37	2.854	14.858	3.268	9449.124	3	0
3409.8	145.701	4.91	2.855	16.8	3.205	6670.603	3	0
3409.9	146.336	5.415	2.857	20.814	3.149	3815.941	3	0
3410	145.861	5.086	2.856	17.945	3.177	5544.344	3	0
3410.1	146.612	5.525	2.854	21.587	3.172	3479.228	3	0
3410.2	147.447	5.689	2.838	21.362	3.347	4012.985	4	0
3410.3	147.783	5.742	2.818	18.873	3.577	5542.984	4	0
3410.4	147.237	5.662	2.801	17.536	3.811	7858.723	4	0
3410.5	147.758	5.75	2.811	18.059	3.655	6128.336	4	0
3410.6	146.942	5.594	2.797	17.318	3.867	8921.899	4	0
3410.7	146.217	5.407	2.787	16.52	3.954	11726.787	1	0
3410.8	146.177	5.451	2.786	15.68	3.948	11506.788	1	0
3410.9	146.47	5.539	2.783	15.485	3.936	9288.996	1	0
3411	146.253	5.497	2.786	15.522	3.939	10919.179	1	0
3411.1	146.547	5.521	2.779	15.513	3.936	8712.818	1	0
3411.2	146.674	5.437	2.765	15.748	3.919	7910.636	1	0
3411.3	146.808	5.582	2.758	16.069	3.803	8082.606	1	0
3411.4	147.159	5.916	2.767	16.759	3.648	8007.925	4	0
3411.5	146.882	5.675	2.758	16.191	3.747	8178.04	1	0
3411.6	147.296	6.02	2.775	17.022	3.589	7705.858	4	0
3411.7	147.72	6.301	2.808	17.867	3.349	6022.459	4	0
3411.8	148.877	6.739	2.852	19.332	3.024	3922.274	3	0
3411.9	152.919	7.755	2.877	21.912	2.868	2438.514	3	0
3412	149.579	6.952	2.866	19.986	2.922	3295.562	3	0
3412.1	155.216	8.2	2.877	23.303	2.869	1990.856	3	0
3412.2	162.784	9.172	2.864	27.909	2.956	980.142	5	0
3412.3	166.011	8.51	2.841	28.574	3.14	4468.345	5	0
3412.4	162.461	7.196	2.821	24.447	3.431	15710.312	4	0
3412.5	165.928	8.042	2.832	27.764	3.221	6965.035	5	0
3412.6	160.639	7.105	2.818	23.803	3.511	19683.563	4	0
3412.7	156.427	7.582	2.816	25.304	3.67	20663.928	5	0
3412.8	155.455	7.751	2.814	27.882	3.758	6752.716	5	0
3412.9	154.073	7.073	2.817	25.083	3.713	1913.514	5	0
3413	155.303	7.653	2.813	28.147	3.776	3203.655	5	0
3413.1	153.117	6.849	2.818	23.097	3.665	1985.812	4	0
3413.2	149.843	6.453	2.819	16.569	3.463	2897.674	4	0
3413.3	148.029	6.425	2.831	12.174	3.226	2291.24	4	0
3413.4	147.833	6.434	2.854	11.364	3.072	1772.74	3	0
3413.5	147.746	6.446	2.837	11.267	3.153	2033.153	3	0
3413.6	147.871	6.408	2.858	11.449	3.066	1727.697	3	0
3413.7	147.772	6.306	2.861	11.467	3.133	1769.986	3	0
3413.8	147.195	6.271	2.86	10.752	3.231	1795.12	3	0
3413.9	146.712	6.198	2.854	9.963	3.343	1761.562	3	0
3414	146.974	6.267	2.86	10.46	3.263	1793.353	3	0
3414.1	146.726	6.154	2.851	9.832	3.383	1771.811	4	0
3414.2	147.4	6.045	2.842	10.709	3.476	1854.382	4	0
3414.3	149.077	6.2	2.847	15.603	3.505	1736.755	4	0
3414.4	151.512	6.528	2.853	24.336	3.527	1122.701	4	0
3414.5	149.774	6.31	2.851	17.973	3.51	1624.058	4	0
3414.6	152.259	6.414	2.851	27.001	3.542	963.216	5	0
3414.7	153.097	5.274	2.844	31.85	3.571	2033.516	5	0
3414.8	150.487	3.634	2.846	29.509	3.485	8109.999	5	0
3414.9	146.434	2.895	2.86	22.789	3.296	17889.191	3	0
3415	149.186	3.156	2.85	27.634	3.436	10973.336	5	0
3415.1	145.463	3.017	2.865	20.903	3.232	17256.463	3	0
3415.2	144.248	3.897	2.878	17.195	3.069	9038.275	3	0
3415.3	144.906	4.483	2.877	15.484	3.025	8270.805	3	0
3415.4	145.796	4.576	2.856	15.606	3.225	12715.639	3	0
3415.5	145.224	4.577	2.873	15.122	3.043	9322.116	3	0
3415.6	146.047	4.636	2.848	16.209	3.318	13017.839	4	0
3415.7	146.679	4.968	2.831	18.707	3.559	9684.6	4	0
3415.8	147.011	5.188	2.823	20.477	3.61	5084.708	4	0
3415.9	146.732	4.98	2.832	19.598	3.39	5897.258	4	0
3416	147.042	5.198	2.823	20.771	3.586	4118.93	4	0
3416.1	146.474	4.835	2.835	18.763	3.307	8067.338	4	0
3416.2	145.451	4.369	2.844	15.843	3.1	16833.072	3	0
3416.3	144.442	4.07	2.855	13.876	2.951	23330.508	3	0
3416.4	143.629	3.986	2.868	13.769	2.903	25775.271	3	0
3416.5	144.137	4.007	2.859	13.515	2.913	24868.543	3	0
3416.6	143.449	3.994	2.869	13.862	2.926	25593.529	3	0
3416.7	143.313	4.053	2.863	13.822	3.03	24335.277	3	0
3416.8	143.878	4.143	2.857	13.405	3.075	26936.541	3	0
3416.9	144.672	4.334	2.854	13.308	3.053	34597.805	3	0
3417	144.14	4.186	2.855	13.296	3.081	28768.857	3	0
3417.1	144.875	4.407	2.853	13.324	3.056	36704.313	3	0
3417.2	145.207	4.596	2.85	13.418	3.099	39568.699	3	0
3417.3	145.18	4.698	2.848	13.694	3.122	36166.637	3	0
3417.4	145.184	4.713	2.852	13.95	3.184	28495.637	3	0
3417.5	145.15	4.721	2.848	13.818	3.125	34056.926	3	0
3417.6	145.261	4.695	2.854	13.823	3.216	26308.623	3	0
3417.7	145.552	4.621	2.86	12.971	3.3	21991.389	3	0
3417.8	145.428	4.624	2.861	12.548	3.327	20648.08	3	0
3417.9	144.805	4.684	2.857	12.847	3.332	21228.568	3	0
3418	145.286	4.643	2.861	12.587	3.327	20579.164	3	0
3418.1	144.601	4.686	2.852	12.866	3.347	21724.053	4	0
3418.2	144.231	4.669	2.832	12.658	3.427	23648.801	4	0
3418.3	144.301	4.596	2.821	12.459	3.505	25011.285	4	0
3418.4	144.538	4.395	2.826	12.535	3.575	24064.99	4	0
3418.5	144.369	4.548	2.82	12.427	3.526	25173.17	4	0
3418.6	144.578	4.327	2.828	12.549	3.601	23474.318	4	0
3418.7	144.462	4.146	2.834	12.336	3.604	22306.6	4	0
3418.8	144.074	3.978	2.839	11.537	3.515	23151.641	4	0
3418.9	143.812	3.857	2.824	11.334	3.306	24440.266	4	0
3419	143.945	3.926	2.838	11.226	3.492	23665.092	4	0
3419.1	143.798	3.879	2.818	11.599	3.26	24487.631	4	0
3419.2	143.892	4.032	2.806	12.6	3.273	23551.051	4	0
3419.3	143.899	4.083	2.798	12.686	3.471	22200.68	4	0
3419.4	143.571	4.008	2.806	12.259	3.764	22027.279	4	0
3419.5	143.852	4.08	2.797	12.553	3.563	21875.117	4	0
3419.6	143.441	3.979	2.808	12.126	3.868	22300.154	4	0
3419.7	143.241	3.931	2.806	12.064	4.15	23099.215	1	0
3419.8	143.422	3.894	2.8	12.476	4.307	22268.42	1	0
3419.9	143.529	3.847	2.803	12.248	4.184	19918.963	1	0
3420	143.501	3.875	2.798	12.569	4.331	21690.113	1	0
3420.1	143.488	3.831	2.804	12.069	4.102	19063.789	1	0
3420.2	143.233	3.733	2.809	11.704	3.833	17057.609	4	0
3420.3	143.044	3.487	2.822	11.998	3.547	17241.668	4	0
3420.4	143.201	3.261	2.834	11.887	3.239	18134.326	4	0
3420.5	143.023	3.389	2.828	12.15	3.449	17669.045	4	0
3420.6	143.363	3.248	2.837	11.731	3.164	17630.887	3	0
3420.7	144.021	3.311	2.845	11.275	3.023	14710.236	3	0
3420.8	144.544	3.351	2.845	11.099	3.001	12350.852	3	0
3420.9	144.616	3.35	2.845	11.373	3.017	10390.387	3	0
3421	144.649	3.355	2.844	11.105	3.014	11697.001	3	0
3421.1	144.531	3.349	2.847	11.577	3.028	9738.685	3	0
3421.2	144.102	3.333	2.854	12.079	3.106	8143.248	3	0
3421.3	143.868	3.262	2.858	12.109	3.24	7686.003	3	0
3421.4	144.018	3.14	2.849	11.472	3.492	8234.553	4	0
3421.5	143.875	3.23	2.858	12.079	3.295	7712.104	3	0
3421.6	144.255	3.139	2.843	11.382	3.582	8149.735	4	0
3421.7	145.264	3.28	2.821	11.667	3.808	6749.715	4	0
3421.8	145.864	3.535	2.8	12.149	3.926	4645.614	4	0
3421.9	145.682	3.713	2.791	12.116	3.906	3497.916	4	0
3422	145.937	3.621	2.795	12.277	3.943	4009.588	4	0
3422.1	145.505	3.722	2.793	11.947	3.849	3464.616	4	0
3422.2	145.086	3.738	2.813	11.457	3.608	3690.207	4	0
3422.3	145.417	3.891	2.833	11.628	3.486	3371.54	4	0
3422.4	146.113	4.021	2.841	11.994	3.549	2684.596	4	0
3422.5	145.643	3.949	2.838	11.774	3.482	3163.354	4	0
3422.6	146.174	4.026	2.841	12.039	3.566	2527.418	4	0
3422.7	145.624	3.963	2.843	11.871	3.533	2369.462	4	0
3422.8	144.412	3.941	2.844	11.618	3.414	2559.961	4	0
3422.9	143.717	4.14	2.854	12.142	3.196	2640.727	3	0
3423	144.032	3.962	2.844	11.624	3.369	2640.935	4	0
3423.1	143.79	4.266	2.86	12.413	3.119	2535.167	3	0
3423.2	144.893	4.674	2.875	13.097	2.97	1974.014	3	0
3423.3	146.784	4.943	2.874	13.317	3.047	1447.824	3	0
3397.3	177.136	8.133	2.765	192.075	4.323	42.846	2	0
3397.4	175.537	6.207	2.752	139.491	3.931	65.605	2	0
3397.5	171.041	7.119	2.757	173.384	4.17	49.583	2	0
3397.6	178.444	6.088	2.752	124.751	3.847	71.845	2	0
3397.7	189.103	7.151	2.756	93.23	3.78	78.789	2	0
3397.8	198.947	8.821	2.761	85.622	3.963	67.265	2	0
3397.9	200.542	9.412	2.767	100.531	4.22	53.519	2	0
3398	201.98	9.305	2.763	87.005	4.057	61.577	2	0
3398.1	197.544	9.286	2.768	106.268	4.283	51.18	2	0
3398.2	181.667	8.529	2.762	114.548	4.335	49.124	2	0
3398.3	170.897	8.822	2.738	108.58	4.2	44.475	2	0
3398.4	174.847	10.57	2.706	102.106	4.047	41.284	2	0
3398.5	169.037	9.164	2.728	105.741	4.145	42.129	2	0
3398.6	179.206	11.291	2.697	101.336	4.022	42.033	2	0
3398.7	193.992	13.236	2.679	102.499	4.067	45.75	2	0
3398.8	191.256	13.883	2.688	104.324	4.178	42.099	2	0
3398.9	166.205	12.561	2.713	105.401	4.223	33.442	2	0
3399	186.275	13.845	2.694	104.934	4.204	39.788	2	0
3399.1	158.93	11.735	2.724	105.681	4.224	30.89	2	0
3399.2	153.244	8.835	2.757	106.382	4.218	27.989	2	0
3399.3	165.231	6.551	2.778	102.226	4.222	41.557	2	0
3399.4	173.177	4.828	2.778	86.985	4.292	130.085	2	0
3399.5	169.875	5.911	2.782	99.408	4.214	49.639	2	0
3399.6	174.324	4.331	2.775	80.071	4.348	206.47	2	0
3399.7	175.133	3.13	2.76	58.533	4.569	594.826	2	0
3399.8	170.039	2.465	2.748	41.559	4.708	1019.898	2	0
3399.9	162.987	2.331	2.741	29.039	4.774	1127.854	2	0
3400	167.117	2.319	2.746	36.551	4.73	1140.017	2	0
3400.1	162.36	2.339	2.737	26.16	4.817	1100.915	2	0
3400.2	164.552	2.352	2.722	22.039	5.01	911.012	0	0
3400.3	162.891	2.355	2.707	22.097	5.138	638.704	0	0
3400.4	158.105	2.353	2.702	22.622	5.074	626.902	0	0
3400.5	161.211	2.364	2.703	22.254	5.158	551.476	0	0
3400.6	157.27	2.312	2.702	23.008	5.007	695.267	0	0
3400.7	157.044	2.122	2.702	24.349	4.684	847.058	0	0
3400.8	158.001	2.293	2.69	23.859	4.306	549.415	1	0
3400.9	163.451	3.436	2.657	23.633	4.056	198.945	1	0
3401	158.628	2.448	2.683	23.367	4.193	397.229	1	0
3401.1	166.872	4.162	2.641	24.664	4.018	138.731	1	0
3401.6	193.364	11.854	2.581	57.431	4.492	58.033	2	0
3401.7	185.882	8.738	2.612	53.576	4.593	71.346	2	0
3401.8	174.787	5.795	2.632	48.105	4.595	81.119	2	0
3401.9	167.695	4.25	2.62	44.037	4.428	102.481	2	0
3402	171.015	5.003	2.636	46.484	4.572	83.887	2	0
3402.1	167.01	4.05	2.606	42.763	4.33	114.817	2	0
3402.8	165.214	2.132	2.676	31.765	4.015	350.37	2	0
3402.9	167.634	0.965	2.736	27.806	4.078	501.463	2	0
3403	167.392	1.55	2.706	30.426	4.056	363.049	2	0
3403.1	166.338	0.76	2.739	26.489	4.073	614.916	2	0
3403.2	157.993	0.55	2.69	22.499	4.038	1103.676	1	0
3403.3	152.448	1.331	2.602	19.369	4.106	1389.569	1	0
3404.4	152.963	3.439	2.618	31.643	4.604	655.125	2	0
3404.5	154.873	4.909	2.58	35.357	4.494	317.507	2	0
3404.6	152.623	2.865	2.634	29.91	4.691	855.592	2	0
3404.7	153.862	1.896	2.673	25.383	5.009	1521.063	2	0
3404.8	155.891	1.639	2.7	21.747	5.165	2256.757	0	0
3404.9	157.489	1.646	2.712	19.394	5.179	3255.617	0	0
3405	156.555	1.608	2.707	20.63	5.189	2546.003	0	0
3405.1	157.603	1.705	2.713	18.98	5.127	3586.556	0	0
3405.2	156.681	2.046	2.714	18.534	4.812	4017.872	0	0
3405.3	155.929	2.393	2.717	19.47	4.476	3424.486	1	0
3405.4	155.823	2.442	2.728	21.406	4.233	3179.711	1	0
3405.5	155.874	2.478	2.719	20.119	4.372	3211.723	1	0
3405.6	155.535	2.424	2.733	21.757	4.173	3269.928	1	0
3405.7	153.672	2.281	2.757	22.222	4.009	3721.76	1	0
3405.8	152.058	1.91	2.791	23.252	3.804	3698.507	4	0
3405.9	152.4	1.522	2.806	22.261	3.746	3163.363	4	0
3406	151.747	1.769	2.803	23.59	3.732	3624.053	4	0
3406.1	152.857	1.423	2.804	21.5	3.786	3177.499	4	0
3406.2	154.574	1.228	2.783	19.664	3.986	4336.169	1	0
3406.3	155.542	1.086	2.768	19.913	4.166	6091.049	1	0
3406.4	155.092	0.984	2.765	20.429	4.346	5980.609	1	0
3406.5	155.646	1.038	2.764	20.201	4.232	6619.53	1	0
3406.6	154.828	0.956	2.766	20.52	4.397	6288.743	1	0
3406.7	154.24	0.873	2.774	20.757	4.498	10252.255	1	0
3406.8	153.997	0.937	2.776	21.03	4.497	16206.782	1	0
3406.9	153.86	0.868	2.765	21.249	4.495	15601.368	1	0
3407	153.922	1.007	2.775	21.113	4.484	18084.41	1	0
3407.1	153.956	0.817	2.758	21.258	4.527	14502.763	1	0
3407.2	154.599	0.777	2.733	21.107	4.692	11589.571	1	0
3407.3	154.863	0.927	2.718	20.529	4.756	9648.363	0	0
3407.4	154.703	1.155	2.718	19.201	4.701	8277.733	1	0
3407.5	154.841	1.001	2.715	20.192	4.751	9356.036	0	0
3407.6	154.702	1.203	2.72	18.818	4.685	7694.281	1	0
3407.7	154.842	1.224	2.73	18.373	4.639	5862.839	1	0
3407.8	154.697	1.157	2.743	18.811	4.545	4435.658	1	0
3407.9	154.823	1.041	2.75	19.611	4.546	3932.379	1	0
3408	154.596	1.127	2.747	19.009	4.511	4060.141	1	0
3408.1	155.022	0.994	2.751	20.033	4.581	4031.302	1	0
3408.2	155.903	0.849	2.745	21.733	4.745	4903.025	1	0
3408.3	156.687	0.727	2.732	23.173	4.848	6407.809	0	0
3408.4	156.772	0.613	2.721	22.52	4.834	11085.104	0	0
3408.5	156.897	0.691	2.728	23.521	4.856	7062.726	0	0
3408.6	156.591	0.581	2.719	21.813	4.822	12848.739	0	0
3408.7	155.898	0.542	2.717	19.545	4.794	15241.56	0	0
3408.8	156.332	0.572	2.716	18.866	4.775	11932.837	0	0
3408.9	157.533	0.526	2.72	18.681	4.704	9299.29	1	0
3409	156.717	0.58	2.718	18.854	4.764	10366.365	0	0
3409.1	157.698	0.499	2.722	18.49	4.673	9157.776	1	0
3409.2	157.142	0.447	2.729	17.383	4.569	9714.598	1	0
3409.3	156.134	0.51	2.732	16.156	4.42	9475.261	1	0
3409.4	156.039	0.665	2.733	16.102	4.294	9635.207	1	0
3409.5	155.86	0.551	2.733	15.854	4.36	9259.901	1	0
3409.6	156.162	0.713	2.732	16.432	4.302	9251.339	1	0
3409.7	156.552	0.811	2.725	18.187	4.477	6437.052	1	0
3409.8	156.922	0.846	2.718	20.361	4.757	4429.125	0	0
3409.9	157.792	0.789	2.713	22.008	4.989	4078.974	0	0
3410	157.093	0.845	2.716	21.127	4.865	3994.015	0	0
3410.1	158.021	0.758	2.711	22.006	5.029	4128.46	0	0
3410.2	157.855	0.679	2.705	20.081	5.054	4736.853	0	0
3410.3	156.471	0.619	2.702	17.069	5.034	6448.113	0	0
3410.4	155.537	0.527	2.7	15.807	5.004	7636.338	0	0
3410.5	155.931	0.591	2.701	16.097	5.03	7093.545	0	0
3410.6	155.485	0.511	2.699	16.002	4.99	7577.651	0	0
3410.7	155.679	0.54	2.696	17.384	4.948	7471.864	0	0
3410.8	155.46	0.594	2.694	17.884	4.875	10583.14	0	0
3410.9	155.046	0.61	2.691	17.504	4.822	14571.901	0	0
3411	155.302	0.6	2.693	17.906	4.843	11985.571	0	0
3411.1	154.973	0.615	2.691	17.292	4.817	14971.087	0	0
3411.2	155.007	0.627	2.692	17.092	4.834	15053.308	0	0
3411.3	155.498	0.6	2.704	17.74	4.882	17808.445	0	0
3411.4	156.577	0.518	2.711	17.391	4.932	21242.09	0	0
3411.5	155.755	0.582	2.709	17.925	4.9	18573.398	0	0
3411.6	156.889	0.492	2.712	16.985	4.945	20795.564	0	0
3411.7	157.227	0.472	2.714	16.028	4.975	15201.971	0	0
3411.8	156.735	0.549	2.718	17.276	4.999	11567.794	0	0
3411.9	156.056	0.624	2.722	18.642	5.005	9392.287	0	0
3412	156.494	0.579	2.72	17.975	5.005	10283.817	0	0
3412.1	155.945	0.635	2.722	18.518	5.001	9716.263	0	0
3412.2	156.084	0.601	2.723	16.649	4.971	14204.854	0	0
3412.3	156.335	0.509	2.717	14.655	4.93	15603.928	0	0
3412.4	156.212	0.503	2.709	14.103	4.898	9316.412	0	0
3412.5	156.354	0.481	2.714	14.029	4.916	14235.486	0	0
3412.6	156.168	0.529	2.708	14.576	4.889	7228.351	0	0
3412.7	156.032	0.67	2.706	17.475	4.865	3476.556	0	0
3412.8	155.545	0.791	2.707	19.888	4.842	2679.664	0	0
3412.9	155.543	0.74	2.705	20.526	4.835	2469.106	0	0
3413	155.325	0.811	2.707	20.419	4.836	2467.028	0	0
3413.1	155.809	0.683	2.705	20.605	4.837	3087.852	0	0
3413.2	156.722	0.453	2.703	20.852	4.853	8122.134	0	0
3413.3	156.438	0.263	2.706	20.267	4.871	14445.935	0	0
3413.4	156.109	0.149	2.712	18.289	4.897	15065.35	0	0
3413.5	156.178	0.21	2.708	19.839	4.878	16100.428	0	0
3413.6	156.165	0.131	2.715	17.622	4.912	13717.217	0	0
3413.7	156.552	0.113	2.725	16.058	4.978	7911.997	0	0
3413.8	156.826	0.101	2.733	15.109	5.034	5196.405	0	0
3413.9	157.187	0.091	2.742	14.442	5.064	4738.518	0	0
3414	156.916	0.1	2.735	14.923	5.048	4833.771	0	0
3414.1	157.229	0.087	2.746	14.303	5.071	4719.245	0	0
3414.2	156.976	0.077	2.753	14.553	5.086	4788.235	0	0
3414.3	156.827	0.084	2.752	15.353	5.092	5381.045	0	0
3414.4	157.185	0.105	2.743	15.145	5.091	6316.336	0	0
3414.5	156.879	0.09	2.751	15.559	5.093	5725.424	0	0
3414.6	157.241	0.111	2.738	15.011	5.09	6649.424	0	0
3414.7	156.926	0.122	2.716	14.966	5.08	7809.909	0	0
3414.8	156.392	0.128	2.695	15.265	5.056	9068.48	0	0
3414.9	156.643	0.141	2.679	15.508	5.012	8998.612	0	0
3415	156.274	0.13	2.689	15.389	5.046	9488.48	0	0
3415.1	156.866	0.16	2.677	15.676	4.992	8709.246	0	0
3415.2	157.69	0.323	2.677	16.716	4.919	7136.673	0	0
3415.3	158.347	0.754	2.68	18.874	4.845	4377.893	0	0
3415.4	157.595	1.329	2.681	23.014	4.776	2355.792	0	0
3415.5	158.484	0.942	2.681	19.826	4.823	3443.682	0	0
3415.6	158.504	1.647	2.68	24.943	4.756	1913.015	0	0
3415.7	166.802	3.205	2.676	32.756	4.708	921.424	2	0
3415.8	173.458	4.738	2.676	45.45	4.661	258.46	2	0
3415.9	174.095	4.845	2.68	62.01	4.592	177.878	2	0
3416	174.121	5.088	2.676	50.626	4.645	124.856	2	0
3416.1	173.859	4.712	2.683	65.096	4.561	225.136	2	0
3416.2	172.456	4.582	2.699	61.87	4.444	375.522	2	0
3416.3	171.75	5.081	2.71	51.725	4.317	347.99	2	0
3416.4	174.32	5.461	2.706	49.236	4.233	296.977	2	0
3416.5	171.766	5.254	2.712	49.146	4.277	315.262	2	0
3416.6	175.459	5.615	2.703	49.527	4.212	298.666	2	0
3416.7	178.031	6.458	2.698	51.49	4.149	319.534	2	0
3416.8	180.367	8.087	2.699	55.523	4.09	297.072	2	0
3416.9	185.477	9.438	2.709	63.282	4.056	217.259	2	0
3417	181.351	8.737	2.701	57.32	4.073	286.27	2	0
3417.1	187.333	9.355	2.714	66.985	4.044	187.797	2	0
3417.2	189.656	7.305	2.729	81.301	4.024	159.387	2	0
3417.3	182.458	4.678	2.736	91.527	4.076	300.206	2	0
3417.4	171.317	3.347	2.74	81.024	4.11	539.876	2	0
3417.5	178.63	3.944	2.738	92.881	4.098	373.66	2	0
3417.6	168.934	3.161	2.741	73.64	4.124	597.3	2	0
3417.7	167.049	2.934	2.743	49.838	4.189	748.519	2	0
3417.8	167.301	2.55	2.74	36.858	4.242	1255.173	2	0
3417.9	164.867	1.941	2.727	31.643	4.339	2195.324	2	0
